Sr.no,imdb_id,tags,lemmatized_tags,lemmatized_tags_str,Vectorized_Tokens
1,tt8291224,Uri The Surgical Strike  Vicky KaushalParesh RawalMohit RainaYami GautamKirti KulhariRajit KapoorIvan RodriguesManasi ParekhSwaroop SampatRiva AroraYogesh SomanFareed AhmedAkashdeep AroraKallol Banerjee 2019 Regular Movie ActionDramaWar Not Adult 1,"['Uri', 'The', 'Surgical', 'Strike', 'Vicky', 'KaushalParesh', 'RawalMohit', 'RainaYami', 'GautamKirti', 'KulhariRajit', 'KapoorIvan', 'RodriguesManasi', 'ParekhSwaroop', 'SampatRiva', 'AroraYogesh', 'SomanFareed', 'AhmedAkashdeep', 'AroraKallol', 'Banerjee', '2019', 'Regular', 'Movie', 'ActionDramaWar', 'Not', 'Adult', '1']",uri the surgical strike vicky kaushalparesh rawalmohit rainayami gautamkirti kulharirajit kapoorivan rodriguesmanasi parekhswaroop sampatriva arorayogesh somanfareed ahmedakashdeep arorakallol banerjee 2019 regular movie actiondramawar not adult 1,[0. 0. 0. ... 0. 0. 0.]
2,tt9472208,Battalion 609  Vicky AhujaShoaib IbrahimShrikant KamatElena KazanVishwas KiniMajor KishoreJashn KohliRammy C PandeyManish SharmaSparsh SharmaFarnaz ShettyVikas ShrivastavChandraprakash ThakurBrajesh Tiwari 2019 Regular Movie War Not Adult 5,"['Battalion', '609', 'Vicky', 'AhujaShoaib', 'IbrahimShrikant', 'KamatElena', 'KazanVishwas', 'KiniMajor', 'KishoreJashn', 'KohliRammy', 'C', 'PandeyManish', 'SharmaSparsh', 'SharmaFarnaz', 'ShettyVikas', 'ShrivastavChandraprakash', 'ThakurBrajesh', 'Tiwari', '2019', 'Regular', 'Movie', 'War', 'Not', 'Adult', '5']",battalion 609 vicky ahujashoaib ibrahimshrikant kamatelena kazanvishwas kinimajor kishorejashn kohlirammy c pandeymanish sharmasparsh sharmafarnaz shettyvikas shrivastavchandraprakash thakurbrajesh tiwari 2019 regular movie war not adult 5,[0. 0. 0. ... 0. 0. 0.]
3,tt6986710,The Accidental Prime Minister  Anupam KherAkshaye KhannaAahana KumraAtul SharmaManoj AnandArjun MathurSuzanne BernertAbdul Quadir AminBharat MistriDivya SethAnil RastogiRamesh BhatkarParrgash KaurJess Kaur 2019 Regular Movie BiographyDrama Not Adult 3,"['The', 'Accidental', 'Prime', 'Minister', 'Anupam', 'KherAkshaye', 'KhannaAahana', 'KumraAtul', 'SharmaManoj', 'AnandArjun', 'MathurSuzanne', 'BernertAbdul', 'Quadir', 'AminBharat', 'MistriDivya', 'SethAnil', 'RastogiRamesh', 'BhatkarParrgash', 'KaurJess', 'Kaur', '2019', 'Regular', 'Movie', 'BiographyDrama', 'Not', 'Adult', '3']",the accidental prime minister anupam kherakshaye khannaaahana kumraatul sharmamanoj anandarjun mathursuzanne bernertabdul quadir aminbharat mistridivya sethanil rastogiramesh bhatkarparrgash kaurjess kaur 2019 regular movie biographydrama not adult 3,[0. 0. 0. ... 0. 0. 0.]
4,tt8108208,Why Cheat India  Emraan HashmiShreya DhanwantharySnighdadeep ChatterjiNavneet SrivastavaNanda Yadav 2019 Regular Movie CrimeDrama Not Adult 3,"['Why', 'Cheat', 'India', 'Emraan', 'HashmiShreya', 'DhanwantharySnighdadeep', 'ChatterjiNavneet', 'SrivastavaNanda', 'Yadav', '2019', 'Regular', 'Movie', 'CrimeDrama', 'Not', 'Adult', '3']",why cheat india emraan hashmishreya dhanwantharysnighdadeep chatterjinavneet srivastavananda yadav 2019 regular movie crimedrama not adult 3,[0. 0. 0. ... 0. 0. 0.]
5,tt6028796,Evening Shadows  Mona AmbegaonkarAnanth Narayan MahadevanDevansh DoshiArpit ChaudharyYamini SinghAbhay KulkarniVeena NairDisha ThakurKala RamanathanSushant Divgikar 2018 Regular Movie Drama Not Adult 4,"['Evening', 'Shadows', 'Mona', 'AmbegaonkarAnanth', 'Narayan', 'MahadevanDevansh', 'DoshiArpit', 'ChaudharyYamini', 'SinghAbhay', 'KulkarniVeena', 'NairDisha', 'ThakurKala', 'RamanathanSushant', 'Divgikar', '2018', 'Regular', 'Movie', 'Drama', 'Not', 'Adult', '4']",evening shadows mona ambegaonkarananth narayan mahadevandevansh doshiarpit chaudharyyamini singhabhay kulkarniveena nairdisha thakurkala ramanathansushant divgikar 2018 regular movie drama not adult 4,[0. 0. 0. ... 0. 0. 0.]
6,tt6078866,Soni  Geetika Vidya OhlyanSaloni BatraVikas ShuklaMohit ChauhanHimanshu KohliGauri ChakrabortyMohinder GujralUpasya GoswamiSimrat KaurDimple KaurPrateek PachoriKalpana JhaSamar 2018 Regular Movie Drama Not Adult 3,"['Soni', 'Geetika', 'Vidya', 'OhlyanSaloni', 'BatraVikas', 'ShuklaMohit', 'ChauhanHimanshu', 'KohliGauri', 'ChakrabortyMohinder', 'GujralUpasya', 'GoswamiSimrat', 'KaurDimple', 'KaurPrateek', 'PachoriKalpana', 'JhaSamar', '2018', 'Regular', 'Movie', 'Drama', 'Not', 'Adult', '3']",soni geetika vidya ohlyansaloni batravikas shuklamohit chauhanhimanshu kohligauri chakrabortymohinder gujralupasya goswamisimrat kaurdimple kaurprateek pachorikalpana jhasamar 2018 regular movie drama not adult 3,[0. 0. 0. ... 0. 0. 0.]
7,tt5013008,Fraud Saiyyan  Arshad WarsiSaurabh ShuklaFlora SainiSara LorenVarun BadolaDeepali PansareNivedita TiwariPeeyush SuhaneyPreeti SoodParag TyagiAnangsha BiswasAmanda RosarioElli Avrram 2019 Regular Movie ComedyDrama Not Adult 5,"['Fraud', 'Saiyyan', 'Arshad', 'WarsiSaurabh', 'ShuklaFlora', 'SainiSara', 'LorenVarun', 'BadolaDeepali', 'PansareNivedita', 'TiwariPeeyush', 'SuhaneyPreeti', 'SoodParag', 'TyagiAnangsha', 'BiswasAmanda', 'RosarioElli', 'Avrram', '2019', 'Regular', 'Movie', 'ComedyDrama', 'Not', 'Adult', '5']",fraud saiyyan arshad warsisaurabh shuklaflora sainisara lorenvarun badoladeepali pansarenivedita tiwaripeeyush suhaneypreeti soodparag tyagianangsha biswasamanda rosarioelli avrram 2019 regular movie comedydrama not adult 5,[0. 0. 0. ... 0. 0. 0.]
8,tt4971258,Bombairiya  Radhika ApteAkshay OberoiSiddhanth KapoorRavi KishanAdil HussainShilpa ShuklaAjinkya DeoAmit Sial 2019 Regular Movie ComedyCrimeDrama Not Adult 5,"['Bombairiya', 'Radhika', 'ApteAkshay', 'OberoiSiddhanth', 'KapoorRavi', 'KishanAdil', 'HussainShilpa', 'ShuklaAjinkya', 'DeoAmit', 'Sial', '2019', 'Regular', 'Movie', 'ComedyCrimeDrama', 'Not', 'Adult', '5']",bombairiya radhika apteakshay oberoisiddhanth kapoorravi kishanadil hussainshilpa shuklaajinkya deoamit sial 2019 regular movie comedycrimedrama not adult 5,[0. 0. 0. ... 0. 0. 0.]
9,tt6903440,Manikarnika The Queen of Jhansi  Kangana RanautRimi SenAtul KulkarniNalneesh NeelDanny DenzongpaMishtiKulbhushan KharbandaMohammed Zeeshan AyyubAnil GeorgeVikram KochharEdward SonnenblickAnkita LokhandeRichard KeepJishu Sengupta 2019 Regular Movie ActionBiographyDrama Not Adult 3,"['Manikarnika', 'The', 'Queen', 'Jhansi', 'Kangana', 'RanautRimi', 'SenAtul', 'KulkarniNalneesh', 'NeelDanny', 'DenzongpaMishtiKulbhushan', 'KharbandaMohammed', 'Zeeshan', 'AyyubAnil', 'GeorgeVikram', 'KochharEdward', 'SonnenblickAnkita', 'LokhandeRichard', 'KeepJishu', 'Sengupta', '2019', 'Regular', 'Movie', 'ActionBiographyDrama', 'Not', 'Adult', '3']",manikarnika the queen jhansi kangana ranautrimi senatul kulkarninalneesh neeldanny denzongpamishtikulbhushan kharbandamohammed zeeshan ayyubanil georgevikram kochharedward sonnenblickankita lokhanderichard keepjishu sengupta 2019 regular movie actionbiographydrama not adult 3,[0. 0. 0. ... 0. 0. 0.]
10,tt7777196,Thackeray  Nawazuddin SiddiquiAmrita RaoAbdul Quadir AminSanjay NarvekarPrakash BelawadiVineet SharmaRadha SagarSonamoni Jayant GadekarSatish AlekarMicky MakhijaNikhil MahajanResh LambaJaywant WadkarLaxman Singh Rajput 2019 Regular Movie BiographyDrama Not Adult 3,"['Thackeray', 'Nawazuddin', 'SiddiquiAmrita', 'RaoAbdul', 'Quadir', 'AminSanjay', 'NarvekarPrakash', 'BelawadiVineet', 'SharmaRadha', 'SagarSonamoni', 'Jayant', 'GadekarSatish', 'AlekarMicky', 'MakhijaNikhil', 'MahajanResh', 'LambaJaywant', 'WadkarLaxman', 'Singh', 'Rajput', '2019', 'Regular', 'Movie', 'BiographyDrama', 'Not', 'Adult', '3']",thackeray nawazuddin siddiquiamrita raoabdul quadir aminsanjay narvekarprakash belawadivineet sharmaradha sagarsonamoni jayant gadekarsatish alekarmicky makhijanikhil mahajanresh lambajaywant wadkarlaxman singh rajput 2019 regular movie biographydrama not adult 3,[0. 0. 0. ... 0. 0. 0.]
11,tt8396186,Amavas  Ali AsgarVivan BhatenaNargis FakhriSachiin JoshiShabnam KarimzadaKevin Matadeen 2019 Regular Movie HorrorThriller Not Adult 5,"['Amavas', 'Ali', 'AsgarVivan', 'BhatenaNargis', 'FakhriSachiin', 'JoshiShabnam', 'KarimzadaKevin', 'Matadeen', '2019', 'Regular', 'Movie', 'HorrorThriller', 'Not', 'Adult', '5']",amavas ali asgarvivan bhatenanargis fakhrisachiin joshishabnam karimzadakevin matadeen 2019 regular movie horrorthriller not adult 5,[0. 0. 0. ... 0. 0. 0.]
12,tt2395469,Gully Boy  Ranveer SinghAlia BhattSiddhant ChaturvediVijay RaazAmruta SubhashVijay VarmaKalki KoechlinIkhlaque KhanSheeba ChaddhaJyoti SubhashRahul PiskeNakul SachdevaShruti ChauhanAishwarya Desai 2019 Long Movie DramaMusic Not Adult 1,"['Gully', 'Boy', 'Ranveer', 'SinghAlia', 'BhattSiddhant', 'ChaturvediVijay', 'RaazAmruta', 'SubhashVijay', 'VarmaKalki', 'KoechlinIkhlaque', 'KhanSheeba', 'ChaddhaJyoti', 'SubhashRahul', 'PiskeNakul', 'SachdevaShruti', 'ChauhanAishwarya', 'Desai', '2019', 'Long', 'Movie', 'DramaMusic', 'Not', 'Adult', '1']",gully boy ranveer singhalia bhattsiddhant chaturvedivijay raazamruta subhashvijay varmakalki koechlinikhlaque khansheeba chaddhajyoti subhashrahul piskenakul sachdevashruti chauhanaishwarya desai 2019 long movie dramamusic not adult 1,[0. 0. 0. ... 0. 0. 0.]
13,tt9319812,Hum chaar  Prit KamaniSimran SharmaAnshuman MalhotraTushar PandeyVibha AnandJatin GoswamiJagat RawatSonal JhaShailesh DatarJayshankar TripathiAlok PandeySushant MohindruShahnawaz PradhanAmit Kumar Jha 2019 Regular Movie Drama Not Adult 4,"['Hum', 'chaar', 'Prit', 'KamaniSimran', 'SharmaAnshuman', 'MalhotraTushar', 'PandeyVibha', 'AnandJatin', 'GoswamiJagat', 'RawatSonal', 'JhaShailesh', 'DatarJayshankar', 'TripathiAlok', 'PandeySushant', 'MohindruShahnawaz', 'PradhanAmit', 'Kumar', 'Jha', '2019', 'Regular', 'Movie', 'Drama', 'Not', 'Adult', '4']",hum chaar prit kamanisimran sharmaanshuman malhotratushar pandeyvibha anandjatin goswamijagat rawatsonal jhashailesh datarjayshankar tripathialok pandeysushant mohindrushahnawaz pradhanamit kumar jha 2019 regular movie drama not adult 4,[0. 0. 0. ... 0. 0. 0.]
14,tt7639372,Total Dhamaal  Ajay DevgnMadhuri DixitAnil KapoorRiteish DeshmukhArshad WarsiJaved JaffreyEsha GuptaBoman IraniSanjay MishraVijay PatkarPitobashMahesh ManjrekarAli 2019 Regular Movie ActionAdventureComedy Not Adult 5,"['Total', 'Dhamaal', 'Ajay', 'DevgnMadhuri', 'DixitAnil', 'KapoorRiteish', 'DeshmukhArshad', 'WarsiJaved', 'JaffreyEsha', 'GuptaBoman', 'IraniSanjay', 'MishraVijay', 'PatkarPitobashMahesh', 'ManjrekarAli', '2019', 'Regular', 'Movie', 'ActionAdventureComedy', 'Not', 'Adult', '5']",total dhamaal ajay devgnmadhuri dixitanil kapoorriteish deshmukharshad warsijaved jaffreyesha guptaboman iranisanjay mishravijay patkarpitobashmahesh manjrekarali 2019 regular movie actionadventurecomedy not adult 5,[0. 0. 0. ... 0. 0. 0.]
15,tt8108200,Sonchiriya  Sushant Singh RajputBhumi PednekarManoj BajpayeeRanvir ShoreyAshutosh RanaGagandev Riar 2019 Regular Movie ActionCrimeDrama Not Adult 3,"['Sonchiriya', 'Sushant', 'Singh', 'RajputBhumi', 'PednekarManoj', 'BajpayeeRanvir', 'ShoreyAshutosh', 'RanaGagandev', 'Riar', '2019', 'Regular', 'Movie', 'ActionCrimeDrama', 'Not', 'Adult', '3']",sonchiriya sushant singh rajputbhumi pednekarmanoj bajpayeeranvir shoreyashutosh ranagagandev riar 2019 regular movie actioncrimedrama not adult 3,[0. 0. 0. ... 0. 0. 0.]
16,tt8130968,Badla  Amitabh BachchanTaapsee PannuAmrita SinghAntonio AakeelTony LukeTanveer GhaniTariqsafdar HussainMark Mansfield 2019 Regular Movie CrimeDramaMystery Not Adult 1,"['Badla', 'Amitabh', 'BachchanTaapsee', 'PannuAmrita', 'SinghAntonio', 'AakeelTony', 'LukeTanveer', 'GhaniTariqsafdar', 'HussainMark', 'Mansfield', '2019', 'Regular', 'Movie', 'CrimeDramaMystery', 'Not', 'Adult', '1']",badla amitabh bachchantaapsee pannuamrita singhantonio aakeeltony luketanveer ghanitariqsafdar hussainmark mansfield 2019 regular movie crimedramamystery not adult 1,[0. 0. 0. ... 0. 0. 0.]
17,tt8055888,Mard Ko Dard Nahin Hota  Abhimanyu DasaniRadhika MadanPrateek ParmarSatyajit Ganu 2018 Regular Movie ActionComedy Not Adult 3,"['Mard', 'Ko', 'Dard', 'Nahin', 'Hota', 'Abhimanyu', 'DasaniRadhika', 'MadanPrateek', 'ParmarSatyajit', 'Ganu', '2018', 'Regular', 'Movie', 'ActionComedy', 'Not', 'Adult', '3']",mard ko dard nahin hota abhimanyu dasaniradhika madanprateek parmarsatyajit ganu 2018 regular movie actioncomedy not adult 3,[0. 0. 0. ... 0. 0. 0.]
18,tt7527082,Hamid  Talha Arshad ReshiVikas KumarRasika DugalSumit KaulBashir LoneGurveer SinghAshraf NagooMir SarwarQazi FaizUmar Adil 2018 Regular Movie Drama Not Adult 2,"['Hamid', 'Talha', 'Arshad', 'ReshiVikas', 'KumarRasika', 'DugalSumit', 'KaulBashir', 'LoneGurveer', 'SinghAshraf', 'NagooMir', 'SarwarQazi', 'FaizUmar', 'Adil', '2018', 'Regular', 'Movie', 'Drama', 'Not', 'Adult', '2']",hamid talha arshad reshivikas kumarrasika dugalsumit kaulbashir lonegurveer singhashraf nagoomir sarwarqazi faizumar adil 2018 regular movie drama not adult 2,[0. 0. 0. ... 0. 0. 0.]
19,tt7778680,Photograph  Nawazuddin SiddiquiSanya MalhotraSachin KhedekarDenzil SmithBrinda TrivediLubna SalimRajesh Kumar SharmaShihaan BakshiAkash SinhaSeema Pravin ShendeRobin DasBhagwan Das PatelAshok PathakAmarjeet Singh 2019 Regular Movie DramaRomance Not Adult 3,"['Photograph', 'Nawazuddin', 'SiddiquiSanya', 'MalhotraSachin', 'KhedekarDenzil', 'SmithBrinda', 'TrivediLubna', 'SalimRajesh', 'Kumar', 'SharmaShihaan', 'BakshiAkash', 'SinhaSeema', 'Pravin', 'ShendeRobin', 'DasBhagwan', 'Das', 'PatelAshok', 'PathakAmarjeet', 'Singh', '2019', 'Regular', 'Movie', 'DramaRomance', 'Not', 'Adult', '3']",photograph nawazuddin siddiquisanya malhotrasachin khedekardenzil smithbrinda trivedilubna salimrajesh kumar sharmashihaan bakshiakash sinhaseema pravin shenderobin dasbhagwan das patelashok pathakamarjeet singh 2019 regular movie dramaromance not adult 3,[0. 0. 0. ... 0. 0. 0.]
20,tt9795264,Risknamaa  Garima AgarwalAnupamaParveen BansalaMahaveer Singh FaujiJaved HaiderShahbaaz KhanSachin KhariPramod MouthoAarun NagarKhyati SharmaRavi SharmaShashikant Sharma 2019 Regular Movie Thriller Not Adult 4,"['Risknamaa', 'Garima', 'AgarwalAnupamaParveen', 'BansalaMahaveer', 'Singh', 'FaujiJaved', 'HaiderShahbaaz', 'KhanSachin', 'KhariPramod', 'MouthoAarun', 'NagarKhyati', 'SharmaRavi', 'SharmaShashikant', 'Sharma', '2019', 'Regular', 'Movie', 'Thriller', 'Not', 'Adult', '4']",risknamaa garima agarwalanupamaparveen bansalamahaveer singh faujijaved haidershahbaaz khansachin kharipramod mouthoaarun nagarkhyati sharmaravi sharmashashikant sharma 2019 regular movie thriller not adult 4,[0. 0. 0. ... 0. 0. 0.]
21,tt8207768,Mere Pyare Prime Minister  Rasika AgasheSonia AlbizuriSyna AnandAdarsh BhartiMakrand DeshpandeOm KanojiyaAtul KulkarniAnjali PatilPrasadNachiket PurnapatreNiteesh Wadhwa 2018 Regular Movie Drama Not Adult 4,"['Mere', 'Pyare', 'Prime', 'Minister', 'Rasika', 'AgasheSonia', 'AlbizuriSyna', 'AnandAdarsh', 'BhartiMakrand', 'DeshpandeOm', 'KanojiyaAtul', 'KulkarniAnjali', 'PatilPrasadNachiket', 'PurnapatreNiteesh', 'Wadhwa', '2018', 'Regular', 'Movie', 'Drama', 'Not', 'Adult', '4']",mere pyare prime minister rasika agashesonia albizurisyna anandadarsh bhartimakrand deshpandeom kanojiyaatul kulkarnianjali patilprasadnachiket purnapatreniteesh wadhwa 2018 regular movie drama not adult 4,[0. 0. 0. ... 0. 0. 0.]
22,tt9496212,22 Yards  Barun SobtiRajit KapurPanchhi BoraKartikey Tripathi 2019 Regular Movie Sport Not Adult 4,"['22', 'Yards', 'Barun', 'SobtiRajit', 'KapurPanchhi', 'BoraKartikey', 'Tripathi', '2019', 'Regular', 'Movie', 'Sport', 'Not', 'Adult', '4']",22 yards barun sobtirajit kapurpanchhi borakartikey tripathi 2019 regular movie sport not adult 4,[0. 0. 0. ... 0. 0. 0.]
23,tt6264938,Kesari  Akshay KumarParineeti ChopraSuvinder VickyVansh BhardwajSumeet BasranAjit SinghSandeep NaharHarwinder Singh AujlaRakesh SharmaAdhrit SharmaVivek SainiHarbhagwan SinghRajdeep Singh DhaliwalGurpreet Toti 2019 Regular Movie ActionDramaHistory Not Adult 3,"['Kesari', 'Akshay', 'KumarParineeti', 'ChopraSuvinder', 'VickyVansh', 'BhardwajSumeet', 'BasranAjit', 'SinghSandeep', 'NaharHarwinder', 'Singh', 'AujlaRakesh', 'SharmaAdhrit', 'SharmaVivek', 'SainiHarbhagwan', 'SinghRajdeep', 'Singh', 'DhaliwalGurpreet', 'Toti', '2019', 'Regular', 'Movie', 'ActionDramaHistory', 'Not', 'Adult', '3']",kesari akshay kumarparineeti choprasuvinder vickyvansh bhardwajsumeet basranajit singhsandeep naharharwinder singh aujlarakesh sharmaadhrit sharmavivek sainiharbhagwan singhrajdeep singh dhaliwalgurpreet toti 2019 regular movie actiondramahistory not adult 3,[0. 0. 0. ... 0. 0. 0.]
24,tt9105014,Notebook  Zaheer IqbalPranutan BahlMir Mohammed MehroosMir Mohammed ZayanSoliha MaqboolBaba HatimAdiba BhatHafsa AshrafMadikhaBareenMozim BhatMir SarwarHemant KherShrysh Zutshi 2019 Regular Movie DramaRomance Not Adult 3,"['Notebook', 'Zaheer', 'IqbalPranutan', 'BahlMir', 'Mohammed', 'MehroosMir', 'Mohammed', 'ZayanSoliha', 'MaqboolBaba', 'HatimAdiba', 'BhatHafsa', 'AshrafMadikhaBareenMozim', 'BhatMir', 'SarwarHemant', 'KherShrysh', 'Zutshi', '2019', 'Regular', 'Movie', 'DramaRomance', 'Not', 'Adult', '3']",notebook zaheer iqbalpranutan bahlmir mohammed mehroosmir mohammed zayansoliha maqboolbaba hatimadiba bhathafsa ashrafmadikhabareenmozim bhatmir sarwarhemant khershrysh zutshi 2019 regular movie dramaromance not adult 3,[0. 0. 0. ... 0. 0. 0.]
25,tt7463730,Junglee  Vidyut JammwalLars Kjeldsen 2019 Regular Movie ActionAdventure Not Adult 3,"['Junglee', 'Vidyut', 'JammwalLars', 'Kjeldsen', '2019', 'Regular', 'Movie', 'ActionAdventure', 'Not', 'Adult', '3']",junglee vidyut jammwallars kjeldsen 2019 regular movie actionadventure not adult 3,[0. 0. 0. ... 0. 0. 0.]
26,tt10017956,Gone Kesh  Deepika AminKumar Kanchan GhoshBrijendra KalaJitendra KumarMukesh PandeySantosh RaiVipin Sharma 2019 Regular Movie Drama Not Adult 4,"['Gone', 'Kesh', 'Deepika', 'AminKumar', 'Kanchan', 'GhoshBrijendra', 'KalaJitendra', 'KumarMukesh', 'PandeySantosh', 'RaiVipin', 'Sharma', '2019', 'Regular', 'Movie', 'Drama', 'Not', 'Adult', '4']",gone kesh deepika aminkumar kanchan ghoshbrijendra kalajitendra kumarmukesh pandeysantosh raivipin sharma 2019 regular movie drama not adult 4,[0. 0. 0. ... 0. 0. 0.]
27,tt4355838,Albert Pinto Ko Gussa Kyun Aata Hai  Manav KaulNandita Das 2019 Regular Movie Drama Not Adult 5,"['Albert', 'Pinto', 'Ko', 'Gussa', 'Kyun', 'Aata', 'Hai', 'Manav', 'KaulNandita', 'Das', '2019', 'Regular', 'Movie', 'Drama', 'Not', 'Adult', '5']",albert pinto ko gussa kyun aata hai manav kaulnandita das 2019 regular movie drama not adult 5,[0. 0. 0. ... 0. 0. 0.]
28,tt8108268,The Tashkent Files  Naseeruddin ShahMithun ChakrabortyShweta Basu PrasadPankaj TripathiVinay PathakMandira BediRajesh SharmaPrakash BelawadiAnkur Rathee 2019 Regular Movie DramaMysteryThriller Not Adult 1,"['The', 'Tashkent', 'Files', 'Naseeruddin', 'ShahMithun', 'ChakrabortyShweta', 'Basu', 'PrasadPankaj', 'TripathiVinay', 'PathakMandira', 'BediRajesh', 'SharmaPrakash', 'BelawadiAnkur', 'Rathee', '2019', 'Regular', 'Movie', 'DramaMysteryThriller', 'Not', 'Adult', '1']",the tashkent files naseeruddin shahmithun chakrabortyshweta basu prasadpankaj tripathivinay pathakmandira bedirajesh sharmaprakash belawadiankur rathee 2019 regular movie dramamysterythriller not adult 1,[0. 0. 0. ... 0. 0. 0.]
29,tt6988116,Kalank  Varun DhawanAlia BhattAditya Roy KapoorMadhuri DixitSonakshi SinhaSanjay DuttKunal KhemuPawan Chopra 2019 Long Movie DramaRomance Not Adult 5,"['Kalank', 'Varun', 'DhawanAlia', 'BhattAditya', 'Roy', 'KapoorMadhuri', 'DixitSonakshi', 'SinhaSanjay', 'DuttKunal', 'KhemuPawan', 'Chopra', '2019', 'Long', 'Movie', 'DramaRomance', 'Not', 'Adult', '5']",kalank varun dhawanalia bhattaditya roy kapoormadhuri dixitsonakshi sinhasanjay duttkunal khemupawan chopra 2019 long movie dramaromance not adult 5,[0. 0. 0. ... 0. 0. 0.]
30,tt9239772,Setters  Shreyas TalpadeAftab ShivdasaniSonnalli SeygallIshita DuttaPavan MalhotraVijay RaazManu Rishi ChadhaAnil CharanjeettPankaj JhaJameel KhanNiharika KunduTanuka LaghateVenus SinghNeeraj Sood 2019 Regular Movie Thriller Not Adult 4,"['Setters', 'Shreyas', 'TalpadeAftab', 'ShivdasaniSonnalli', 'SeygallIshita', 'DuttaPavan', 'MalhotraVijay', 'RaazManu', 'Rishi', 'ChadhaAnil', 'CharanjeettPankaj', 'JhaJameel', 'KhanNiharika', 'KunduTanuka', 'LaghateVenus', 'SinghNeeraj', 'Sood', '2019', 'Regular', 'Movie', 'Thriller', 'Not', 'Adult', '4']",setters shreyas talpadeaftab shivdasanisonnalli seygallishita duttapavan malhotravijay raazmanu rishi chadhaanil charanjeettpankaj jhajameel khanniharika kundutanuka laghatevenus singhneeraj sood 2019 regular movie thriller not adult 4,[0. 0. 0. ... 0. 0. 0.]
31,tt7255568,Student of the Year 2  Tiger ShroffAnanya PandayTara SutariaAditya SealManoj PahwaAyesha RazaRajesh KumarManasi Joshi RoySamir SoniGul PanagManjot SinghSahil AnandHarsh BeniwalDaljeet Singh Gujral 2019 Regular Movie DramaRomanceSport Not Adult 5,"['Student', 'Year', '2', 'Tiger', 'ShroffAnanya', 'PandayTara', 'SutariaAditya', 'SealManoj', 'PahwaAyesha', 'RazaRajesh', 'KumarManasi', 'Joshi', 'RoySamir', 'SoniGul', 'PanagManjot', 'SinghSahil', 'AnandHarsh', 'BeniwalDaljeet', 'Singh', 'Gujral', '2019', 'Regular', 'Movie', 'DramaRomanceSport', 'Not', 'Adult', '5']",student year 2 tiger shroffananya pandaytara sutariaaditya sealmanoj pahwaayesha razarajesh kumarmanasi joshi roysamir sonigul panagmanjot singhsahil anandharsh beniwaldaljeet singh gujral 2019 regular movie dramaromancesport not adult 5,[0. 0. 0. ... 0. 0. 0.]
32,tt9558612,PM Narendra Modi  Boman IraniVivek OberoiBarkha BishtDarshan KumaarZarina WahabManoj JoshiSuresh OberoiPrashant NarayananYatin KaryekarRajendra GuptaAnjan SrivastavImran HasneeJay BhattAkshat R Saluja 2019 Regular Movie BiographyDrama Not Adult 5,"['PM', 'Narendra', 'Modi', 'Boman', 'IraniVivek', 'OberoiBarkha', 'BishtDarshan', 'KumaarZarina', 'WahabManoj', 'JoshiSuresh', 'OberoiPrashant', 'NarayananYatin', 'KaryekarRajendra', 'GuptaAnjan', 'SrivastavImran', 'HasneeJay', 'BhattAkshat', 'R', 'Saluja', '2019', 'Regular', 'Movie', 'BiographyDrama', 'Not', 'Adult', '5']",pm narendra modi boman iranivivek oberoibarkha bishtdarshan kumaarzarina wahabmanoj joshisuresh oberoiprashant narayananyatin karyekarrajendra guptaanjan srivastavimran hasneejay bhattakshat r saluja 2019 regular movie biographydrama not adult 5,[0. 0. 0. ... 0. 0. 0.]
33,tt8647400,De De Pyaar De  Ajay DevgnTabuRakul Preet SinghJimmy SheirgillAlok NathMadhumalti KapoorHarry AntonGergo BaranyiSammy John HeaneyBhavin BhanushaliGandharv DewanGulnaaz KhanKumud MishraSunny Singh Nijjar 2019 Regular Movie ComedyRomance Not Adult 3,"['De', 'De', 'Pyaar', 'De', 'Ajay', 'DevgnTabuRakul', 'Preet', 'SinghJimmy', 'SheirgillAlok', 'NathMadhumalti', 'KapoorHarry', 'AntonGergo', 'BaranyiSammy', 'John', 'HeaneyBhavin', 'BhanushaliGandharv', 'DewanGulnaaz', 'KhanKumud', 'MishraSunny', 'Singh', 'Nijjar', '2019', 'Regular', 'Movie', 'ComedyRomance', 'Not', 'Adult', '3']",de de pyaar de ajay devgntaburakul preet singhjimmy sheirgillalok nathmadhumalti kapoorharry antongergo baranyisammy john heaneybhavin bhanushaligandharv dewangulnaaz khankumud mishrasunny singh nijjar 2019 regular movie comedyromance not adult 3,[0. 0. 0. ... 0. 0. 0.]
34,tt8484942,Indias Most Wanted  Arjun KapoorSudev NairRajesh SharmaPrasanthSantilal Mukherjee 2019 Regular Movie ActionThriller Not Adult 5,"['Indias', 'Most', 'Wanted', 'Arjun', 'KapoorSudev', 'NairRajesh', 'SharmaPrasanthSantilal', 'Mukherjee', '2019', 'Regular', 'Movie', 'ActionThriller', 'Not', 'Adult', '5']",indias most wanted arjun kapoorsudev nairrajesh sharmaprasanthsantilal mukherjee 2019 regular movie actionthriller not adult 5,[0. 0. 0. ... 0. 0. 0.]
