Sr.no,imdb_id,original_title,actors,is_adult,year_of_release,runtime,genres,review
1962,tt0341639,Vishwasghaat,"Sunil Shetty,Anjali Jathar,Anupam Kher,Ishrat Ali,Mahesh Anand,Mushtaq Khan,Kiran Kumar,",Not Adult,1996,Regular Movie,Action,4
1963,tt0112359,Andolan,"Ishrat Ali,Somy Ali,Divya Bharti,Sanjay Dutt,Vikram Gokhale,Govinda,Ramesh Goyal,Mohan Joshi,Kamaldeep,Mamta Kulkarni,Ghanshyam Nayak,Asha Parekh,Achyut Potdar,Rami Reddy,",Not Adult,1995,Long Movie,"Action,Comedy,Drama",4
1964,tt0204823,Angrakshak,"Sunny Deol,Pooja Bhatt,Rami Reddy,Mohnish Bahl,Saeed Jaffrey,Kulbhushan Kharbanda,",Not Adult,1995,Regular Movie,"Action,Romance",5
1965,tt0121989,Baazi,"Aamir Khan,Mamta Kulkarni,Paresh Rawal,Avtar Gill,Mushtaq Khan,Aparajita,Kulbhushan Kharbanda,Raza Murad,Asrani,Kunickaa Sadanand,Mukesh Rishi,Satish Shah,Ashish Vidyarthi,Puneet Issar,",Not Adult,1995,Long Movie,"Action,Crime,Drama",3
1966,tt0112459,Barsaat,"Bobby Deol,Twinkle Khanna,Raj Babbar,Mukesh Khanna,Harish Patel,Anjan Srivastav,Bharat Kapoor,Ashwin Kaushal,Vijay Kashyap,Suhas Bhalekar,Viju Khote,Shehzad Khan,Suresh Bhagwat,Danny Denzongpa,",Not Adult,1995,Long Movie,"Action,Romance",3
1967,tt0439464,Bewafa Sanam,"Krishan Kumar,Shilpa Shirodkar,Sagar,Aruna Irani,Reema Lagoo,Sripradha,Beena Banerjee,Asrani,Kiran Kumar,Shakti Kapoor,Sadashiv Amrapurkar,Jagdish Raj,Paintal,Satish Shah,",Not Adult,1995,Regular Movie,"Drama,Romance",4
1968,tt0101616,Coolie No. 1,"Govinda,Karisma Kapoor,Harish,Kanchan,Kader Khan,Shakti Kapoor,Sadashiv Amrapurkar,Kulbhushan Kharbanda,Mahesh Anand,Vikas Anand,Mahavir Shah,Tiku Talsania,Shammi,Javed Khan,",Not Adult,1995,Regular Movie,Comedy,3
1969,tt0870221,Yash,"Bijay Anand,Kartika Rane,Parikshat Sahni,Mangal Dhillon,Sonu Walia,Ajit Vachani,Dina Pathak,Dilip Joshi,Mushtaq Khan,Prithvi Zutshi,Sanjay Gaur,Dilip Dhawan,Natasha Sinha,",Not Adult,1996,Regular Movie,Musical,4
1970,tt0309618,Gaddaar,"Sunil Shetty,Harish,Sonali Bendre,Kiran Kumar,Mohan Joshi,Mahesh Anand,Alok Nath,Reema Lagoo,Ananth Narayan Mahadevan,Rashid Mehta,Gavin Packard,Mohit,Anil Nagrath,Reshma Shaikh,",Not Adult,1995,Long Movie,"Action,Drama,Romance",5
1971,tt0112870,Dilwale Dulhania Le Jayenge,"Shah Rukh Khan,Kajol,Amrish Puri,Farida Jalal,Anupam Kher,Parmeet Sethi,Mandira Bedi,Satish Shah,Himani Shivpuri,Pooja Ruparel,Achala Sachdev,Damyanti Puri,Lalit Tiwari,Hemlata Deepak,",Not Adult,1995,Long Movie,"Drama,Romance",1
1972,tt0112738,Criminal,"Nagarjuna Akkineni,Manisha Koirala,Ramya Krishnan,Laxmikant Berde,Johnny Lever,Beena Banerjee,S.M. Zaheer,Nassar,Sharad Babu,Gulshan Grover,Ajit,Trishna,Shri Vallabh Vyas,Gurbachan Singh,",Not Adult,1995,Regular Movie,"Action,Romance,Thriller",4
1973,tt0405873,Dil Ka Doctor,"Anupam Kher,",Not Adult,1995,Regular Movie,Comedy,5
1974,tt0112876,Diya Aur Toofan,"Mithun Chakraborty,Madhoo,",Not Adult,1995,Regular Movie,"Action,Crime,Drama",5
1975,tt0112272,Ab Insaf Hoga,"Rekha,Mithun Chakraborty,",Not Adult,1995,Regular Movie,"Action,Drama",4
1976,tt1297447,Fauji,"Master Altaf,Raj Babbar,Suresh Chatwal,Sudhir Dalvi,Poonam Dasgupta,Dharmendra,Brij Gopal,Bharat Kapoor,Kiran Kumar,Lalita Kumari,Master Mukesh,Raza Murad,Farha Naaz,Baby Naina,",Not Adult,1995,Regular Movie,"Action,Crime,Drama",5
1977,tt0260066,Haathkadi,"Govinda,Shilpa Shetty Kundra,Madhoo,Shakti Kapoor,Kiran Kumar,Tej Sapru,Alok Nath,Satyendra Kapoor,Arun Govil,Puneet Issar,Vijayalalitha,Laxmikant Berde,",Not Adult,1995,Long Movie,"Action,Comedy,Drama",5
1978,tt0375791,Gundaraj,"Ajay Devgn,Amrish Puri,Kajol,Asrani,Mohnish Bahl,Mohan Joshi,Sharat Saxena,Anjali Jathar,Deven Verma,Shashi Sharma,Madan Jain,Beena Banerjee,Usha Nadkarni,Achyut Potdar,",Not Adult,1995,Regular Movie,Action,5
1979,tt0286672,Haqeeqat,"Ajay Devgn,Tabu,Aruna Irani,Mohan Joshi,Ishrat Ali,Rami Reddy,Johnny Lever,Satyendra Kapoor,Himani Shivpuri,Anjana Mumtaz,Vishal Khanna,Vishwajeet Pradhan,Ghanshyam Rohera,Mahesh Gupta,",Not Adult,1995,Long Movie,"Action,Drama,Romance",5
1980,tt0172574,Hulchul,"Vinod Khanna,Ajay Devgn,Kajol,Ronit Roy,Navni Parihar,Kader Khan,Amrish Puri,Ranjeet,Mohan Joshi,Deven Verma,Suresh Chatwal,Sujata Mehta,",Not Adult,1995,Long Movie,"Action,Comedy,Crime",5
1981,tt0113185,God and Gun,"Raaj Kumar,Jackie Shroff,Gautami,Raj Babbar,Madan Jain,Prem Chopra,Rakesh Bedi,Shiva Rindani,Sanjeeva,Naqi Ahmed,Shehzad Sheikh,Himani Shivpuri,Avtar Gill,Ananth Narayan Mahadevan,",Not Adult,1995,Regular Movie,Drama,4
1982,tt0113237,Gunehgar,"Atul Agnihotri,Ishrat Ali,Pooja Bhatt,Mithun Chakraborty,Tisca Chopra,Baby Gazala,Mushtaq Khan,Kiran Kumar,Anil Nagrath,Vishwajeet Pradhan,Ram P. Sethi,Mahavir Shah,Girja Shankar,",Not Adult,1995,Regular Movie,Drama,5
1983,tt0172519,Guddu,"Deepti Naval,Ashok Saraf,Manisha Koirala,Shah Rukh Khan,Mukesh Khanna,Vijayendra Ghatge,Aartii Naagpal,Navin Nischol,Maya Alagh,Vikas Anand,Shashi Kiran,Sudhir Dalvi,Priya Arun,Mehmood,",Not Adult,1995,Long Movie,"Drama,Romance",5
1984,tt0286705,Hum Dono,"Rishi Kapoor,Nana Patekar,Pooja Bhatt,Mohnish Bahl,Mohan Joshi,Satyendra Kapoor,Alok Nath,Prashant Subhedar,Mahavir Shah,Jack Gaud,Ananth Narayan Mahadevan,Madhu Kambikar,Sameer Kakkad,Tiku Talsania,",Not Adult,1995,Long Movie,"Action,Comedy,Thriller",4
1985,tt0113455,Jallaad,"Mithun Chakraborty,Madhoo,Rambha,Kader Khan,Avtar Gill,",Not Adult,1995,Regular Movie,"Action,Drama",4
1986,tt0113457,Janam Kundli,"Jeetendra,Vinod Khanna,Reena Roy,Anu Agrawal,Shivanand,Sakshi Shivanand,Harish,Paresh Rawal,Anupam Kher,",Not Adult,1995,Regular Movie,Drama,5
1987,tt0267613,Jawab,"Raaj Kumar,Karisma Kapoor,Harish,Mukesh Khanna,Farida Jalal,Annu Kapoor,Prem Chopra,",Not Adult,1995,Regular Movie,"Action,Drama,Romance",5
1988,tt0113526,Karan Arjun,"Rakhee Gulzar,Salman Khan,Shah Rukh Khan,Amrish Puri,Kajol,Mamta Kulkarni,Ranjeet,Johnny Lever,Arjun,Ashok Saraf,Aashif Sheikh,Ila Arun,Kishore Anand Bhanushali,Suresh Chatwal,",Not Adult,1995,Long Movie,"Action,Comedy,Fantasy",3
1989,tt0113528,Kartavya,"Sanjay Kapoor,Juhi Chawla,Moushumi Chatterjee,Aruna Irani,Amrish Puri,Om Puri,Asha Sachdev,Jagdeep,Saeed Jaffrey,Gulshan Grover,Alok Nath,Pramod Moutho,Mohnish Bahl,Aashif Sheikh,",Not Adult,1995,Regular Movie,"Action,Drama,Thriller",4
1990,tt0343850,Jai Vikraanta,"Sanjay Dutt,Zeba Bakhtiar,Amrish Puri,Shahbaaz Khan,Suresh Oberoi,Deepti Naval,",Not Adult,1995,Long Movie,Action,4
1991,tt0400565,Kalyug Ke Avtaar,"Jeetendra,Reena Roy,Madhoo,Kulbhushan Kharbanda,Aruna Irani,Jagdeep,Arjun,Goga Kapoor,Mac Mohan,Kiran Kumar,Dharamjeet,Ramesh Goyal,Jeetu,Anjana Mumtaz,",Not Adult,1995,Regular Movie,"Action,Romance",5
1992,tt0446158,Mera Damad,"Utpal Dutt,Ashok Kumar,Farooq Shaikh,Tariq,Priyadarshini,Praveen Paul,Rakesh Bedi,Prema Narayan,Ava Mukherjee,Jankidas,Master Bhagwan,Brahmachari,Master Romesh Kaul,Baby Nivedita,",Not Adult,1995,Regular Movie,"Comedy,Drama",5
1993,tt0361721,Hum Sab Chor Hain,"Jeetendra,Dharmendra,Kamal Sadanah,Ritu Shivpuri,Puneet Issar,Mohan Joshi,Aashif Sheikh,Sujata Mehta,Reema Lagoo,Gajendra Chouhan,Aparajita,Vikas Anand,Upasna Singh,Tiku Talsania,",Not Adult,1995,Regular Movie,"Action,Crime,Drama",5
1994,tt0241753,Naseem,"Kaifi Azmi,Mayuri Kango,Seema Kelkar,Kay Kay Menon,",Not Adult,1995,Short Movie,Drama,4
1995,tt0113913,Naajayaz,"Naseeruddin Shah,Ajay Devgn,Juhi Chawla,Deepak Tijori,Reema Lagoo,Disco Shanti,Abha Ranjan,Ashish Vidyarthi,Abhimanyyu Abhimanyu,Gulshan Grover,Tiku Talsania,S.M. Zaheer,Shri Vallabh Vyas,Makrand Deshpande,",Not Adult,1995,Long Movie,"Action,Drama",4
1996,tt0292606,Nazar Ke Samne,"Akshay Kumar,Farheen,Ekta Sohini,Mukesh Khanna,Kiran Kumar,Dalip Tahil,Ashok Saraf,Anjana Mumtaz,Shiva Rindani,Dharmesh Tiwari,Bhushan Dar,Alok Sharad,Sunil Kumar,Wahid Hashmi,",Not Adult,1995,Regular Movie,"Action,Crime,Drama",4
1997,tt0316112,Kismat,"Rakhee Gulzar,Govinda,Mamta Kulkarni,Suresh Oberoi,Aparajita,",Not Adult,1995,Regular Movie,"Action,Drama,Family",4
1998,tt0114031,Oh Darling Yeh Hai India,"Shah Rukh Khan,Deepa Sahi,Javed Jaffrey,Anupam Kher,Amrish Puri,Tom Alter,Tinnu Anand,Sadashiv Amrapurkar,Tiku Talsania,Kader Khan,Shri Vallabh Vyas,Raza Murad,B.M. Vyas,Anil Nagrath,",Not Adult,1995,Long Movie,Comedy,5
1999,tt0363846,Nishana,"Mithun Chakraborty,Rekha,Paresh Rawal,Pankaj Dheer,Raza Murad,Shafi Inamdar,Aparajita,Vikas Anand,Adi Irani,Puneet Issar,",Not Adult,1995,Regular Movie,"Drama,Family",4
2000,tt0267703,Maidan-E-Jung,"Dharmendra,Akshay Kumar,Karisma Kapoor,Jaya Prada,Gulshan Grover,Amrish Puri,Manoj Kumar,Mukesh Khanna,",Not Adult,1995,Long Movie,"Action,Drama",5
2001,tt0114153,Policewala Gunda,"Dharmendra,Reena Roy,Mamta Kulkarni,Jay Mehta,Sudesh Berry,Jagdeep,Mukesh Khanna,Deepti Naval,Ramna Wadhawan,Ranjeet,Gurbachan Singh,Sharat Saxena,Shikha Swaroop,Mohan Joshi,",Not Adult,1995,Regular Movie,Action,4
2002,tt0114175,Prem,"Sanjay Kapoor,Tabu,Deepak Tijori,Dalip Tahil,Aruna Irani,Saeed Jaffrey,Akash Khurana,Beena Banerjee,Raju Kher,Amrish Puri,Navneet Nishan,Govind Namdeo,Sunita Dhingra,Chandrakant Gokhale,",Not Adult,1995,Long Movie,"Action,Drama,Romance",5
2003,tt0113822,Milan,"Jackie Shroff,Manisha Koirala,Paresh Rawal,Tom Alter,Sudha Chandran,Avtar Gill,Gulshan Grover,Mushtaq Khan,Akash Khurana,",Not Adult,1995,Regular Movie,"Action,Crime,Romance",4
2004,tt0940893,Param Vir Chakra,"Saeed Jaffrey,Kulbhushan Kharbanda,Hema Malini,Raza Murad,Navin Nischol,Rajeshwari,Rajeshwari Sachdev,Abhijit Sengupta,Tariq Shah,Rajesh Shringarpore,",Not Adult,1995,Long Movie,War,4
2005,tt0114230,Raja,"Sanjay Kapoor,Madhuri Dixit,Mukesh Khanna,Dalip Tahil,Rita Bhaduri,Mushtaq Khan,Adi Irani,Paresh Rawal,Satyendra Kapoor,Himani Shivpuri,Dinesh Hingoo,Tiku Talsania,Amita Nangia,Sudhir,",Not Adult,1995,Long Movie,"Action,Drama,Romance",4
2006,tt0290258,Paandav,"Akshay Kumar,Nandini,Prithvi,Kanchan,Manjeet Kular,Pankaj Dheer,Ajinkya Deo,Bhushan Tiwari,Mukesh Khanna,Kiran Kumar,Sudhir Pandey,Anil Nagrath,Bob Christo,",Not Adult,1995,Regular Movie,"Action,Drama",5
2007,tt0114234,Rangeela,"Urmila Matondkar,Aamir Khan,Jackie Shroff,Gulshan Grover,Avtar Gill,Achyut Potdar,Reema Lagoo,Ram Mohan,Shammi,Shefali Shah,Rajesh Joshi,Suman,Tarun,Rajeev Mehta,",Not Adult,1995,Regular Movie,"Comedy,Drama,Musical",3
2008,tt0114231,Ram Jaane,"Shah Rukh Khan,Juhi Chawla,Vivek Mushran,Pankaj Kapur,Puneet Issar,Tinnu Anand,Deven Verma,Gulshan Grover,Amrit Pal,Arun Bali,G.P. Singh,Kishore Bhatt,Chandu Parkhi,Brownie Parasher,",Not Adult,1995,Regular Movie,"Action,Crime,Drama",3
2009,tt0114232,Ram Shastra,"Jackie Shroff,Manisha Koirala,Deepti Bhatnagar,Aditya Pancholi,Anupam Kher,Mukesh Rishi,",Not Adult,1995,Regular Movie,"Action,Drama",5
2010,tt0318607,Raasaiyya,"Prabhu Deva,Roja,M.N. Nambiar,Vadivelu,Vinuchakravarthy,Thyagu,Thalaivasal Vijay,Hemant Ravan,R. Sundarajan,Radhika Sarathkumar,",Not Adult,1995,Regular Movie,"Comedy,Drama",4
2011,tt0347722,Paappi Devataa,"Dharmendra,Jeetendra,Jaya Prada,Madhuri Dixit,Roopesh Kumar,Amrish Puri,Sharat Saxena,Satyendra Kapoor,Rakesh Bedi,Gurbachan Singh,Yunus Parvez,Shail Chaturvedi,Urmila Bhatt,Birbal,",Not Adult,1995,Regular Movie,"Action,Drama",5
2012,tt0114316,Saajan Ki Baahon Mein,"Rishi Kapoor,Raveena Tandon,Sumeet Saigal,Tabu,Prem Chopra,Saeed Jaffrey,Deven Verma,Laxmikant Berde,Anand Balraj,Pran,Sameer,Rumi Jaffery,Navneet Nishan,Ramna Wadhawan,",Not Adult,1995,Regular Movie,"Drama,Family,Romance",5
2013,tt0274764,Rock Dancer,"Kamal Sadanah,Ritu Shivpuri,Ronit Roy,Shammi Kapoor,Sharon Prabhakar,Javed Jaffrey,Anoop Kumar,Johnny Lever,Bappa Lahiri,Paintal,Jalal Agha,Sudhir,Baby Gazala,Mac Mohan,",Not Adult,1995,Long Movie,"Crime,Drama,Musical",5
2014,tt0114236,Ravan Raaj: A True Story,"Ishrat Ali,Mithun Chakraborty,Jack Gaud,Harish,Shakti Kapoor,Johnny Lever,Madhoo,Alok Nath,Aditya Pancholi,Harish Patel,Paresh Rawal,Ghanshyam Rohera,Tej Sapru,",Not Adult,1995,Long Movie,"Action,Crime,Thriller",4
2015,tt0395748,Sauda,"Sumeet Saigal,Neelam Kothari,Vikas Bhalla,Saeed Jaffrey,Dalip Tahil,Kiran Kumar,",Not Adult,1995,Regular Movie,Romance,5
2016,tt0343048,Surakshaa,"Saif Ali Khan,Aditya Pancholi,Sunil Shetty,Sheeba,Divya Dutta,Monica Bedi,Mukesh Rishi,Kader Khan,Tinnu Anand,Arun Bakshi,",Not Adult,1995,Regular Movie,"Action,Romance,Thriller",5
2017,tt0135666,Takkar,"Naseeruddin Shah,Sunil Shetty,Sonali Bendre,Shafi Inamdar,Ishrat Ali,Mohan Joshi,Rakesh Bedi,Pramod Moutho,Tiku Talsania,Mukhtar Khan,Sameer Khakhar,Himani Shivpuri,Archana Puran Singh,Ajit Vachani,",Not Adult,1995,Regular Movie,"Action,Crime,Drama",5
2018,tt0114615,Taqdeerwala,"Venkatesh Daggubati,Raveena Tandon,Asrani,Laxmikant Berde,Satyendra Kapoor,Dinesh Hingoo,Rakesh Pandey,Reema Lagoo,Tisca Chopra,Shashi Kiran,Ghanshyam Rohera,Chitti Babu,Ashok Kumar,Jenny,",Not Adult,1995,Long Movie,"Action,Comedy,Fantasy",4
2019,tt0395746,Sanjay,"Ayub Khan,Shakti Kapoor,Sakshi Shivanand,Sadashiv Amrapurkar,Goga Kapoor,Mukesh Rishi,Latika Shukla,Anchana,Brij Gopal,Master Gibram,",Not Adult,1995,Regular Movie,Crime,5
2020,tt0114317,Sabse Bada Khiladi,"Akshay Kumar,Mamta Kulkarni,Mohnish Bahl,Avtar Gill,Anjana Mumtaz,Anil Nagrath,Arun Bali,Kishore Anand Bhanushali,Sudhir Dalvi,Dina Pathak,Vishwajeet Pradhan,S. Rawat,Gulshan Grover,",Not Adult,1995,Long Movie,"Action,Crime,Thriller",3
2021,tt0337625,Gambler,"Govinda,Shilpa Shetty Kundra,Aditya Pancholi,Gulshan Grover,Mohan Joshi,Johnny Lever,Tinnu Anand,Rohini Hattangadi,Raj Babbar,Saeed Jaffrey,",Not Adult,1995,Long Movie,"Action,Comedy,Crime",4
2022,tt0115009,Yaraana,"Rishi Kapoor,Madhuri Dixit,Raj Babbar,Kader Khan,Shakti Kapoor,Anil Dhawan,Tej Sapru,Satish Kaul,Vikas Anand,Brij Gopal,Babbanlal Yadav,Dina Pathak,Sulabha Deshpande,Sadashiv Amrapurkar,",Not Adult,1995,Regular Movie,"Action,Drama,Musical",5
2023,tt0395802,Veergati,"Salman Khan,Atul Agnihotri,Sudesh Berry,Pooja Dadwal,Divya Dutta,Kulbhushan Kharbanda,Saeed Jaffrey,Farida Jalal,Rohini Hattangadi,Himani Shivpuri,Pramod Moutho,Sudhir Pandey,Arif Khan,Tinnu Anand,",Not Adult,1995,Long Movie,"Action,Drama",4
2024,tt0114337,Sarhad: The Border of Crime,"Raj Babbar,Farha Naaz,Deepak Tijori,Rutika,Kulbhushan Kharbanda,Danny Denzongpa,Mushtaq Khan,Dinesh Hingoo,Sudhir Dalvi,Baby Gazala,Anil Dhawan,Ram Mohan,Bob Christo,Mac Mohan,",Not Adult,1995,Regular Movie,"Action,Crime,Drama",5
2025,tt0110546,Mohra,"Akshay Kumar,Raveena Tandon,Naseeruddin Shah,Sunil Shetty,Poonam Jhawer,Raza Murad,Paresh Rawal,Gulshan Grover,Sadashiv Amrapurkar,Sonali Singh,Kulbhushan Kharbanda,Avtar Gill,Priya Tendulkar,Kunickaa Sadanand,",Not Adult,1994,Long Movie,"Action,Drama,Thriller",3
2026,tt0114618,Target,"Mohan Agashe,Barun Chakraborty,Champa,Gyanesh Mukherjee,Om Puri,",Not Adult,1995,Regular Movie,Drama,2
2027,tt0173301,Taaqat,"Dharmendra,Shatrughan Sinha,Kajol,Vikas Bhalla,Farha Naaz,Kader Khan,Mukesh Khanna,Aashif Sheikh,Raju Shrestha,Dinesh Hingoo,Ishrat Ali,Rajendra Gupta,Harish Patel,Deep Dhillon,",Not Adult,1995,Long Movie,"Crime,Romance",4
2028,tt0110076,Hum Aapke Hain Koun...!,"Madhuri Dixit,Salman Khan,Mohnish Bahl,Renuka Shahane,Anupam Kher,Reema Lagoo,Alok Nath,Bindu,Ajit Vachani,Satish Shah,Himani Shivpuri,Sahila Chaddha,Dilip Joshi,Laxmikant Berde,",Not Adult,1994,Long Movie,"Comedy,Drama,Musical",3
2029,tt0110942,Raja Babu,"Govinda,Karisma Kapoor,Shakti Kapoor,Aruna Irani,Gulshan Grover,Prem Chopra,Kader Khan,",Not Adult,1994,Long Movie,"Action,Comedy,Drama",3
2030,tt0110280,Krantiveer,"Nana Patekar,Dimple Kapadia,Atul Agnihotri,Mamta Kulkarni,Farida Jalal,Paresh Rawal,Tinnu Anand,Mushtaq Khan,Ishrat Ali,Danny Denzongpa,Bindu,Shafi Inamdar,Girish Malik,Mahesh Anand,",Not Adult,1994,Long Movie,"Action,Crime,Drama",3
2031,tt0112884,The Don,"Mithun Chakraborty,Sonali Bendre,Jugal Hansraj,",Not Adult,1995,Regular Movie,"Crime,Drama",4
2032,tt0187227,Laadla,"Anil Kapoor,Sridevi,Raveena Tandon,Farida Jalal,Aruna Irani,Prem Chopra,Paresh Rawal,Mohnish Bahl,Anupam Kher,Shakti Kapoor,Alok Nath,Kalpana Iyer,Vaishnavi,Vikram Gokhale,",Not Adult,1994,Long Movie,"Drama,Family",3
2033,tt0111793,Yeh Dillagi,"Kajol,Akshay Kumar,Saif Ali Khan,Saeed Jaffrey,Reema Lagoo,Achyut Potdar,Neena Softa,Deven Verma,Lalit Tiwari,Rajesh Bhatija,Shanker Iyer,Bhupinder Sharma,Goldie,Vijay Sharma,",Not Adult,1994,Long Movie,"Comedy,Drama,Musical",3
2034,tt0110438,Main Khiladi Tu Anari,"Akshay Kumar,Saif Ali Khan,Shilpa Shetty Kundra,Raageshwari,Shakti Kapoor,Johnny Lever,Beena Banerjee,Mukesh Khanna,Goga Kapoor,Ananth Narayan Mahadevan,Shiva Rindani,Brijesh Tiwari,Vibhakar,Aashish Duggal,",Not Adult,1994,Long Movie,"Action,Comedy,Drama",3
2035,tt0337611,Dilwale,"Ajay Devgn,Sunil Shetty,Raveena Tandon,Gulshan Grover,Paresh Rawal,Reema Lagoo,Navneet Nishan,Saeed Jaffrey,",Not Adult,1994,Long Movie,"Action,Drama,Romance",3
2036,tt0111308,Suhaag,"Ajay Devgn,Akshay Kumar,Karisma Kapoor,Nagma,Aruna Irani,Dalip Tahil,Tiku Talsania,Romesh Sharma,Adi Irani,Suresh Oberoi,Gufi Paintal,Jack Gaud,Brij Gopal,Suresh Bhagwat,",Not Adult,1994,Regular Movie,"Action,Comedy,Drama",3
2037,tt0111625,Vijaypath,"Ajay Devgn,Tabu,Suresh Oberoi,Reema Lagoo,Gulshan Grover,Danny Denzongpa,Vikas Anand,Ram Mohan,",Not Adult,1994,Long Movie,"Action,Drama",5
2038,tt0115042,Zamaana Deewana,"Jeetendra,Shatrughan Sinha,Shah Rukh Khan,Raveena Tandon,Anupam Kher,Tinnu Anand,Kiran Juneja,Beena Banerjee,Aashif Sheikh,Neelima Azim,Sudhir,Ghanshyam Rohera,",Not Adult,1995,Long Movie,"Action,Comedy,Drama",5
2039,tt0114726,Trimurti,"Jackie Shroff,Anil Kapoor,Shah Rukh Khan,Priya Tendulkar,Gautami,Anjali Jathar,Mohan Agashe,",Not Adult,1995,Long Movie,"Action,Drama",5
2040,tt0225013,Aa Gale Lag Jaa,"Jugal Hansraj,Urmila Matondkar,Paresh Rawal,",Not Adult,1994,Long Movie,Romance,4
2041,tt0338690,Aag,"Govinda,Shilpa Shetty Kundra,Sonali Bendre,",Not Adult,1994,Regular Movie,"Action,Comedy,Drama",5
2042,tt0109010,1942: A Love Story,"Anil Kapoor,Jackie Shroff,Manisha Koirala,Anupam Kher,Danny Denzongpa,Pran,Chandni,Raghuvir Yadav,Sushma Seth,Manohar Singh,Brian Glover,Gopi Desai,Pramod Moutho,Uday Chandra,",Not Adult,1994,Long Movie,"Action,Drama,Musical",3
2043,tt0402739,Aag Andhi Aur Toofan,"Mukesh Khanna,Kiran Kumar,Johnny Lever,Amit Pachori,Shabnam,Shamsuddin,Joginder Shelly,Randhir Singh,",Not Adult,1994,Regular Movie,"Action,Thriller",5
2044,tt0267246,Aatish: Feel the Fire,"Sanjay Dutt,Aditya Pancholi,Raveena Tandon,Karisma Kapoor,Atul Agnihotri,Shakti Kapoor,Gulshan Grover,Ajit,Tanuja,Vishwajeet Pradhan,Kader Khan,Ram Mohan,Dinesh Hingoo,Tiku Talsania,",Not Adult,1994,Long Movie,"Action,Crime,Drama",4
2045,tt0109116,Andaz,"Anil Kapoor,Juhi Chawla,Karisma Kapoor,Raj Babbar,Kader Khan,Shakti Kapoor,Satish Kaushik,",Not Adult,1994,Long Movie,"Action,Comedy,Drama",5
2046,tt0109117,Andaz Apna Apna,"Aamir Khan,Salman Khan,Raveena Tandon,Karisma Kapoor,Paresh Rawal,Viju Khote,Shakti Kapoor,Shehzad Khan,Deven Verma,Jagdeep,Mehmood,Tiku Talsania,Suresh Bhagwat,Harish Patel,",Not Adult,1994,Long Movie,"Comedy,Family,Romance",1
2047,tt0109091,Amaanat,"Sanjay Dutt,Akshay Kumar,Heera Rajgopal,Kanchan,Farheen,Gulshan Grover,Kiran Kumar,Mukesh Khanna,Paintal,Bhushan Jeevan,Mac Mohan,Ghanshyam,Neelam Mehra,Navneet Nishan,",Not Adult,1994,Regular Movie,"Action,Drama",5
2048,tt0305241,Aranyaka,"Mohan Gokhale,Yagnaseni Jena,Sanjana Kapoor,Pritikrushna Mahanty,Subrata Mahapatra,Ajay Nath,Navni Parihar,Sarat Pujari,Lalatendu Rath,",Not Adult,1994,Regular Movie,Drama,4
2049,tt0363455,Baali Umar Ko Salaam,"Kamal Sadanah,Tisca Chopra,Beena Banerjee,Sudha Chandran,Saeed Jaffrey,Tiku Talsania,Anupam Kher,",Not Adult,1994,Regular Movie,"Action,Comedy,Drama",5
2050,tt0109134,Anjaam,"Madhuri Dixit,Shah Rukh Khan,Tinnu Anand,Johnny Lever,Kalpana Iyer,Himani Shivpuri,Sudha Chandran,Beena Banerjee,Kiran Kumar,Deepak Tijori,Rumi Jaffery,Darshan Sandhar,Pradeep Suri,Baby Gazala,",Not Adult,1994,Long Movie,"Drama,Thriller",3
2051,tt0363405,Aag Aur Chingari,"Alpana,Aparajita,Asrani,Adi Irani,Shakti Kapoor,Yasmin Khan,Ravi Kishan,Kiran Kumar,Mahesh Raj,Paresh Rawal,Shiva Rindani,Pradeep Singh Rawat,Sripradha,",Not Adult,1994,Regular Movie,Action,5
2052,tt0109325,Brahma,"Govinda,Madhoo,Ayesha Jhulka,Prem Chopra,Laxmikant Berde,Aruna Irani,Tej Sapru,Satyendra Kapoor,",Not Adult,1994,Regular Movie,"Crime,Drama,Mystery",4
2053,tt0112485,Betaaj Badshah,"Raaj Kumar,Shatrughan Sinha,Jay Mehta,Mamta Kulkarni,Mukesh Khanna,Prem Chopra,Gulshan Grover,Ajit,Mahesh Anand,Maya Alagh,Deepshika Nagpal,Neelam Mehra,Rakesh Bedi,Mukri,",Not Adult,1994,Long Movie,Action,4
2054,tt0109391,Chaand Kaa Tukdaa,"Sridevi,Salman Khan,Anupam Kher,Raza Murad,Rakesh Hans,Zeba Khan,Mehmood,Shatrughan Sinha,Rama Vij,Faiyyaz,Ravi Raaj,Gurbachan Singh,Lalit Tiwari,Guddi Maruti,",Not Adult,1994,Regular Movie,"Action,Comedy,Crime",5
2055,tt0112269,Aao Pyaar Karen,"Saif Ali Khan,Shilpa Shetty Kundra,Somy Ali,",Not Adult,1994,Regular Movie,Romance,5
2056,tt0346870,Dilbar,"Mamta Kulkarni,Rishikesh Raj,Nawaz Khan,Johnny Lever,Tanushree,Suresh Oberoi,Kulbhushan Kharbanda,Laxmikant Berde,Tej Sapru,Beena Banerjee,Reema Lagoo,Gouri Khurana,Aparajita,Zubaida,",Not Adult,1994,Regular Movie,"Drama,Romance",5
2057,tt0346733,Chauraha,"Jeetendra,Jackie Shroff,Jaya Prada,Ashwini Bhave,Shakti Kapoor,Sadashiv Amrapurkar,Danny Denzongpa,Farha Naaz,Alok Nath,Sulabha Deshpande,Vikas Anand,Avtar Gill,Mitti,Arun,",Not Adult,1994,Long Movie,Drama,5
