Sr.no,imdb_id,original_title,actors,is_adult,year_of_release,runtime,genres,review
1,tt8291224,Uri: The Surgical Strike,"Vicky Kaushal,Paresh Rawal,Mohit Raina,Yami Gautam,Kirti Kulhari,Rajit Kapoor,Ivan Rodrigues,Manasi Parekh,Swaroop Sampat,Riva Arora,Yogesh Soman,Fareed Ahmed,Akashdeep Arora,Kallol Banerjee,",Not Adult,2019,Regular Movie,"Action,Drama,War",1
2,tt9472208,Battalion 609,"Vicky Ahuja,Shoaib Ibrahim,Shrikant Kamat,Elena Kazan,Vishwas Kini,Major Kishore,Jashn Kohli,Rammy C. Pandey,Manish Sharma,Sparsh Sharma,Farnaz Shetty,Vikas Shrivastav,Chandraprakash Thakur,Brajesh Tiwari,",Not Adult,2019,Regular Movie,War,5
3,tt6986710,The Accidental Prime Minister,"Anupam Kher,Akshaye Khanna,Aahana Kumra,Atul Sharma,Manoj Anand,Arjun Mathur,Suzanne Bernert,Abdul Quadir Amin,Bharat Mistri,Divya Seth,Anil Rastogi,Ramesh Bhatkar,Parrgash Kaur,Jess Kaur,",Not Adult,2019,Regular Movie,"Biography,Drama",3
4,tt8108208,Why Cheat India,"Emraan Hashmi,Shreya Dhanwanthary,Snighdadeep Chatterji,Navneet Srivastava,Nanda Yadav,",Not Adult,2019,Regular Movie,"Crime,Drama",3
5,tt6028796,Evening Shadows,"Mona Ambegaonkar,Ananth Narayan Mahadevan,Devansh Doshi,Arpit Chaudhary,Yamini Singh,Abhay Kulkarni,Veena Nair,Disha Thakur,Kala Ramanathan,Sushant Divgikar,",Not Adult,2018,Regular Movie,Drama,4
6,tt6078866,Soni,"Geetika Vidya Ohlyan,Saloni Batra,Vikas Shukla,Mohit Chauhan,Himanshu Kohli,Gauri Chakraborty,Mohinder Gujral,Upasya Goswami,Simrat Kaur,Dimple Kaur,Prateek Pachori,Kalpana Jha,Samar,",Not Adult,2018,Regular Movie,Drama,3
7,tt5013008,Fraud Saiyyan,"Arshad Warsi,Saurabh Shukla,Flora Saini,Sara Loren,Varun Badola,Deepali Pansare,Nivedita Tiwari,Peeyush Suhaney,Preeti Sood,Parag Tyagi,Anangsha Biswas,Amanda Rosario,Elli Avrram,",Not Adult,2019,Regular Movie,"Comedy,Drama",5
8,tt4971258,Bombairiya,"Radhika Apte,Akshay Oberoi,Siddhanth Kapoor,Ravi Kishan,Adil Hussain,Shilpa Shukla,Ajinkya Deo,Amit Sial,",Not Adult,2019,Regular Movie,"Comedy,Crime,Drama",5
9,tt6903440,Manikarnika: The Queen of Jhansi,"Kangana Ranaut,Rimi Sen,Atul Kulkarni,Nalneesh Neel,Danny Denzongpa,Mishti,Kulbhushan Kharbanda,Mohammed Zeeshan Ayyub,Anil George,Vikram Kochhar,Edward Sonnenblick,Ankita Lokhande,Richard Keep,Jishu Sengupta,",Not Adult,2019,Regular Movie,"Action,Biography,Drama",3
10,tt7777196,Thackeray,"Nawazuddin Siddiqui,Amrita Rao,Abdul Quadir Amin,Sanjay Narvekar,Prakash Belawadi,Vineet Sharma,Radha Sagar,Sonamoni Jayant Gadekar,Satish Alekar,Micky Makhija,Nikhil Mahajan,Resh Lamba,Jaywant Wadkar,Laxman Singh Rajput,",Not Adult,2019,Regular Movie,"Biography,Drama",3
11,tt8396186,Amavas,"Ali Asgar,Vivan Bhatena,Nargis Fakhri,Sachiin Joshi,Shabnam Karimzada,Kevin Matadeen,",Not Adult,2019,Regular Movie,"Horror,Thriller",5
12,tt2395469,Gully Boy,"Ranveer Singh,Alia Bhatt,Siddhant Chaturvedi,Vijay Raaz,Amruta Subhash,Vijay Varma,Kalki Koechlin,Ikhlaque Khan,Sheeba Chaddha,Jyoti Subhash,Rahul Piske,Nakul Sachdeva,Shruti Chauhan,Aishwarya Desai,",Not Adult,2019,Long Movie,"Drama,Music",1
13,tt9319812,Hum chaar,"Prit Kamani,Simran Sharma,Anshuman Malhotra,Tushar Pandey,Vibha Anand,Jatin Goswami,Jagat Rawat,Sonal Jha,Shailesh Datar,Jayshankar Tripathi,Alok Pandey,Sushant Mohindru,Shahnawaz Pradhan,Amit Kumar Jha,",Not Adult,2019,Regular Movie,Drama,4
14,tt7639372,Total Dhamaal,"Ajay Devgn,Madhuri Dixit,Anil Kapoor,Riteish Deshmukh,Arshad Warsi,Javed Jaffrey,Esha Gupta,Boman Irani,Sanjay Mishra,Vijay Patkar,Pitobash,Mahesh Manjrekar,Ali,",Not Adult,2019,Regular Movie,"Action,Adventure,Comedy",5
15,tt8108200,Sonchiriya,"Sushant Singh Rajput,Bhumi Pednekar,Manoj Bajpayee,Ranvir Shorey,Ashutosh Rana,Gagandev Riar,",Not Adult,2019,Regular Movie,"Action,Crime,Drama",3
16,tt8130968,Badla,"Amitabh Bachchan,Taapsee Pannu,Amrita Singh,Antonio Aakeel,Tony Luke,Tanveer Ghani,Tariqsafdar Hussain,Mark Mansfield,",Not Adult,2019,Regular Movie,"Crime,Drama,Mystery",1
17,tt8055888,Mard Ko Dard Nahin Hota,"Abhimanyu Dasani,Radhika Madan,Prateek Parmar,Satyajit Ganu,",Not Adult,2018,Regular Movie,"Action,Comedy",3
18,tt7527082,Hamid,"Talha Arshad Reshi,Vikas Kumar,Rasika Dugal,Sumit Kaul,Bashir Lone,Gurveer Singh,Ashraf Nagoo,Mir Sarwar,Qazi Faiz,Umar Adil,",Not Adult,2018,Regular Movie,Drama,2
19,tt7778680,Photograph,"Nawazuddin Siddiqui,Sanya Malhotra,Sachin Khedekar,Denzil Smith,Brinda Trivedi,Lubna Salim,Rajesh Kumar Sharma,Shihaan Bakshi,Akash Sinha,Seema Pravin Shende,Robin Das,Bhagwan Das Patel,Ashok Pathak,Amarjeet Singh,",Not Adult,2019,Regular Movie,"Drama,Romance",3
20,tt9795264,Risknamaa,"Garima Agarwal,Anupama,Parveen Bansala,Mahaveer Singh Fauji,Javed Haider,Shahbaaz Khan,Sachin Khari,Pramod Moutho,Aarun Nagar,Khyati Sharma,Ravi Sharma,Shashikant Sharma,",Not Adult,2019,Regular Movie,Thriller,4
21,tt8207768,Mere Pyare Prime Minister,"Rasika Agashe,Sonia Albizuri,Syna Anand,Adarsh Bharti,Makrand Deshpande,Om Kanojiya,Atul Kulkarni,Anjali Patil,Prasad,Nachiket Purnapatre,Niteesh Wadhwa,",Not Adult,2018,Regular Movie,Drama,4
22,tt9496212,22 Yards,"Barun Sobti,Rajit Kapur,Panchhi Bora,Kartikey Tripathi,",Not Adult,2019,Regular Movie,Sport,4
23,tt6264938,Kesari,"Akshay Kumar,Parineeti Chopra,Suvinder Vicky,Vansh Bhardwaj,Sumeet Basran,Ajit Singh,Sandeep Nahar,Harwinder Singh Aujla,Rakesh Sharma,Adhrit Sharma,Vivek Saini,Harbhagwan Singh,Rajdeep Singh Dhaliwal,Gurpreet Toti,",Not Adult,2019,Regular Movie,"Action,Drama,History",3
24,tt9105014,Notebook,"Zaheer Iqbal,Pranutan Bahl,Mir Mohammed Mehroos,Mir Mohammed Zayan,Soliha Maqbool,Baba Hatim,Adiba Bhat,Hafsa Ashraf,Madikha,Bareen,Mozim Bhat,Mir Sarwar,Hemant Kher,Shrysh Zutshi,",Not Adult,2019,Regular Movie,"Drama,Romance",3
25,tt7463730,Junglee,"Vidyut Jammwal,Lars Kjeldsen,",Not Adult,2019,Regular Movie,"Action,Adventure",3
26,tt10017956,Gone Kesh,"Deepika Amin,Kumar Kanchan Ghosh,Brijendra Kala,Jitendra Kumar,Mukesh Pandey,Santosh Rai,Vipin Sharma,",Not Adult,2019,Regular Movie,Drama,4
27,tt4355838,Albert Pinto Ko Gussa Kyun Aata Hai?,"Manav Kaul,Nandita Das,",Not Adult,2019,Regular Movie,Drama,5
28,tt8108268,The Tashkent Files,"Naseeruddin Shah,Mithun Chakraborty,Shweta Basu Prasad,Pankaj Tripathi,Vinay Pathak,Mandira Bedi,Rajesh Sharma,Prakash Belawadi,Ankur Rathee,",Not Adult,2019,Regular Movie,"Drama,Mystery,Thriller",1
29,tt6988116,Kalank,"Varun Dhawan,Alia Bhatt,Aditya Roy Kapoor,Madhuri Dixit,Sonakshi Sinha,Sanjay Dutt,Kunal Khemu,Pawan Chopra,",Not Adult,2019,Long Movie,"Drama,Romance",5
30,tt9239772,Setters,"Shreyas Talpade,Aftab Shivdasani,Sonnalli Seygall,Ishita Dutta,Pavan Malhotra,Vijay Raaz,Manu Rishi Chadha,Anil Charanjeett,Pankaj Jha,Jameel Khan,Niharika Kundu,Tanuka Laghate,Venus Singh,Neeraj Sood,",Not Adult,2019,Regular Movie,Thriller,4
31,tt7255568,Student of the Year 2,"Tiger Shroff,Ananya Panday,Tara Sutaria,Aditya Seal,Manoj Pahwa,Ayesha Raza,Rajesh Kumar,Manasi Joshi Roy,Samir Soni,Gul Panag,Manjot Singh,Sahil Anand,Harsh Beniwal,Daljeet Singh Gujral,",Not Adult,2019,Regular Movie,"Drama,Romance,Sport",5
32,tt9558612,PM Narendra Modi,"Boman Irani,Vivek Oberoi,Barkha Bisht,Darshan Kumaar,Zarina Wahab,Manoj Joshi,Suresh Oberoi,Prashant Narayanan,Yatin Karyekar,Rajendra Gupta,Anjan Srivastav,Imran Hasnee,Jay Bhatt,Akshat R Saluja,",Not Adult,2019,Regular Movie,"Biography,Drama",5
33,tt8647400,De De Pyaar De,"Ajay Devgn,Tabu,Rakul Preet Singh,Jimmy Sheirgill,Alok Nath,Madhumalti Kapoor,Harry Anton,Gergo Baranyi,Sammy John Heaney,Bhavin Bhanushali,Gandharv Dewan,Gulnaaz Khan,Kumud Mishra,Sunny Singh Nijjar,",Not Adult,2019,Regular Movie,"Comedy,Romance",3
34,tt8484942,India's Most Wanted,"Arjun Kapoor,Sudev Nair,Rajesh Sharma,Prasanth,Santilal Mukherjee,",Not Adult,2019,Regular Movie,"Action,Thriller",5
35,tt5525846,Yeh Hai India,"Gavie Chahal,Mohan Agashe,Mohan Joshi,Lom Harsh,",Not Adult,2017,Regular Movie,"Action,Adventure,Drama",4
36,tt8268972,Khamoshi,"Prabhu Deva,Tamannaah Bhatia,Bhoomika Chawla,",Not Adult,2019,Regular Movie,"Horror,Thriller",5
37,tt8983202,Kabir Singh,"Shahid Kapoor,Kiara Advani,Soham Majumdar,Arjan Bajwa,Suresh Oberoi,Kamini Kaushal,Adil Hussain,Nikita Dutta,Amit Sharma,Anurag Arora,Dolly Mattoo,Aanchal Chauhan,Suparna Marwah,Swati Seth,",Not Adult,2019,Long Movie,"Drama,Romance",3
38,tt10324144,Article 15,"Ayushmann Khurrana,Nassar,Manoj Pahwa,Kumud Mishra,Isha Talwar,Sayani Gupta,Mohammed Zeeshan Ayyub,Subhrajyoti Barat,Sushil Pandey,Aakash Dabhade,Ashish Verma,Ronjini Chakraborty,Veen,Sumbul Touqueer,",Not Adult,2019,Regular Movie,"Crime,Drama",1
39,tt8130558,One Day: Justice Delivered,"Anupam Kher,Kumud Mishra,Esha Gupta,Zakir Hussain,Rajesh Sharma,Murli Sharma,Deepshika Nagpal,",Not Adult,2019,Regular Movie,"Action,Crime,Thriller",4
40,tt6862542,Hume Tumse Pyaar Kitna,"Karanvir Bohra,Priya Banerjee,",Not Adult,2019,Regular Movie,"Action,Drama,Romance",4
41,tt7485048,Super 30,"Hrithik Roshan,Mrunal Thakur,Nandish Singh,Virendra Saxena,Sadhana Singh,Aditya Srivastava,Sanket Deshpande,Pankaj Tripathi,Vaibhav Gupta,Ali Haji,Rajesh Sharma,Deepali Kumar,Chittaranjan Giri,Ganesh Kumar,",Not Adult,2019,Long Movie,"Biography,Drama",1
42,tt8897986,Family of Thakurganj,"Jimmy Sheirgill,Mahie Gill,Nandish Singh,Pranati Rai Prakash,Saurabh Shukla,Sudhir Pandey,Supriya Pilgaonkar,Pavan Malhotra,Yashpal Sharma,Mukesh Tiwari,Raj Zutshi,Salil Acharya,Shivika Rishi,Lokesh Tilakdhari,",Not Adult,2019,Regular Movie,"Action,Drama",2
43,tt8869978,Batla House,"John Abraham,Nora Fatehi,Mrunal Thakur,Rajesh Sharma,Ravi Kishan,Sonam Arora,Sahidur Rahaman,Manish Chaudhary,Anil Rastogi,Kranti Prakash Jha,Amruta Sant,Anil Khopkar,Aditi Gulati,Jitendra Trehan,",Not Adult,2019,Regular Movie,"Action,Drama,Thriller",3
44,tt8206760,Jhootha Kahin Ka,"Rishi Kapoor,Jimmy Sheirgill,Sunny Singh Nijjar,Omkar Kapoor,Nimisha Mehta,Rucha Vaidya,Manoj Joshi,Lillete Dubey,Rajesh Sharma,Gurbachan Singh,Rakesh Bedi,Neelu Kohli,Shobha Singh,Sunny Leone,",Not Adult,2019,Regular Movie,Comedy,5
45,tt8108196,Judgementall Hai Kya,"Kangana Ranaut,Rajkummar Rao,Amyra Dastur,Amrita Puri,Jimmy Sheirgill,",Not Adult,2019,Regular Movie,"Comedy,Drama,Thriller",3
46,tt7189494,Chicken Curry Law,"Natalia Janoszek,Ashutosh Rana,Makrand Deshpande,Nivedita Bhattacharya,Mukesh Hariawala,Zakir Hussain,Aman Verma,",Not Adult,2019,Regular Movie,Drama,4
47,tt7881524,Arjun Patiala,"Diljit Dosanjh,Kriti Sanon,Varun Sharma,Ronit Roy,Seema Bhargava,Mohammed Zeeshan Ayyub,Amit Mehra,",Not Adult,2019,Regular Movie,"Action,Comedy",5
48,tt8785426,Jabariya Jodi,"Sidharth Malhotra,Parineeti Chopra,Javed Jaffrey,Sanjay Mishra,Aparshakti Khurana,",Not Adult,2019,Regular Movie,"Action,Comedy,Drama",5
49,tt7228072,Pranaam,"Rajeev Khandelwal,Atul Kulkarni,Abhimanyu Singh,Sameksha,Vikram Gokhale,Aniruddh Dave,Apoorva Arora,S.M. Zaheer,",Not Adult,2019,Regular Movie,"Action,Crime,Drama",4
50,tt8902990,The Sky Is Pink,"Zaira Wasim,Priyanka Chopra,Farhan Akhtar,Rohit Saraf,",Not Adult,2019,Regular Movie,"Drama,Family,Romance",3
51,tt9248972,Mission Mangal,"Akshay Kumar,Vidya Balan,Nithya Menon,Taapsee Pannu,Sonakshi Sinha,Kirti Kulhari,H.G. Dattatreya,Sharman Joshi,Sanjay Kapoor,Dalip Tahil,Vikram Gokhale,Mohammed Zeeshan Ayyub,Purab Kohli,",Not Adult,2019,Regular Movie,"Drama,History",3
52,tt6836936,Saaho,"Jacqueline Fernandez,Shraddha Kapoor,Prabhas,Jackie Shroff,Mandira Bedi,Neil Nitin Mukesh,Chunky Pandey,Arun Vijay,Mahesh Manjrekar,Evelyn Sharma,Tinnu Anand,Michael Segal,Philip Fornah,Vennela Kishore,",Not Adult,2019,Long Movie,"Action,Thriller",3
53,tt9248940,Dream Girl,"Ayushmann Khurrana,Nushrat Bharucha,Annu Kapoor,Raj Bhansali,Manjot Singh,",Not Adult,2019,Regular Movie,"Comedy,Romance",3
54,tt8144834,Section 375,"Akshaye Khanna,Richa Chadha,Meera Chopra,Rahul Bhat,Shriswara,Kishore Kadam,Kruttika Desai,Sandhya Mridul,Shrikant Yadav,Vibhawari Deshpande,Shama Nivane,Rajendra Shisatkar,Annuup Choudhari,Shahnaaz Deshpande,",Not Adult,2019,Regular Movie,"Crime,Drama",1
55,tt8304386,The Zoya Factor,"Sonam Kapoor,Dulquer Salmaan,Sanjay Kapoor,",Not Adult,2019,Regular Movie,"Comedy,Drama,Romance",5
56,tt6978954,Pal Pal Dil Ke Paas,"Karan Deol,Sahher Bambba,Simone Singh,Sachin Khedekar,",Not Adult,2019,Long Movie,"Action,Drama,Romance",5
57,tt8706884,Prassthanam,"Sanjay Dutt,Jackie Shroff,Ali Fazal,Manisha Koirala,Chunky Pandey,Satyajeet Dubey,Amyra Dastur,",Not Adult,2019,Regular Movie,"Action,Drama",4
58,tt10816510,P Se Pyaar F Se Faraar,"Bhavesh Kumar,Jimmy Sheirgill,Kumud Mishra,Sanjay Mishra,Girish Kulkarni,Zakir Hussain,Brijendra Kala,Akhilendra Mishra,Asif Basra,Neha Joshi,",Not Adult,2019,Regular Movie,"Crime,Drama,Romance",2
59,tt9378950,Ghost,"Sanaya Irani,Shivam Bhaargava,Vikram Bhatt,Ameet Chana,Ananya Sengupta,Caroline Wilde,Monisha Hassen,",Not Adult,2019,Regular Movie,"Horror,Thriller",1
60,tt9420648,Bala,"Ayushmann Khurrana,Bhumi Pednekar,Yami Gautam,Javed Jaffrey,Saurabh Shukla,Sunita Rajwar,Seema Bhargava,Abhishek Banerjee,Deepika Chikhalia,Manoj Pahwa,Sachin Chaudhary,",Not Adult,2019,Regular Movie,Comedy,1
61,tt11007050,#Yaaram,"Siddhanth Kapoor,Prateik,Anita Raj,Ishita Raj,Subha Rajput,Natasha Stankovic,",Not Adult,2019,Regular Movie,"Comedy,Romance",4
62,tt7721946,Housefull 4,"Akshay Kumar,Riteish Deshmukh,Bobby Deol,Kriti Sanon,Pooja Hegde,Kriti Kharbanda,Rana Daggubati,Sammy John Heaney,Sharad Kelkar,Aakash Dabhade,Chunky Pandey,Ranjeet,Johnny Lever,Saurabh Sachdeva,",Not Adult,2019,Regular Movie,"Action,Comedy,Fantasy",5
63,tt8108206,Saand Ki Aankh,"Taapsee Pannu,Bhumi Pednekar,Prakash Jha,Viineet Kumar,Pawan Chopra,",Not Adult,2019,Regular Movie,"Biography,Drama",1
64,tt8983180,Made in China,"Rajkummar Rao,Mouni Roy,Boman Irani,Paresh Rawal,Gajraj Rao,Sumeet Vyas,Amyra Dastur,",Not Adult,2019,Regular Movie,"Comedy,Drama",4
65,tt11046300,Ujda Chaman,"Sunny Singh Nijjar,Maanvi Gagroo,Saurabh Shukla,Atul Kumar,Grusha Kapoor,Gagan Arora,Karishma Sharma,",Not Adult,2019,Regular Movie,Comedy,1
66,tt9176260,Bypass Road,"Neil Nitin Mukesh,Adah Sharma,Gul Panag,Taher Shabbir,Shama Sikander,Manish Chaudhary,Rajit Kapoor,",Not Adult,2019,Regular Movie,"Drama,Thriller",4
67,tt9179426,Satellite Shankar,"Suraj Pancholi,Anil Reji,",Not Adult,2019,Regular Movie,"Action,Drama",5
68,tt7743400,Jhalki,"Boman Irani,Tannishtha Chatterjee,Divya Dutta,Sanjay Suri,Akhilendra Mishra,Govind Namdeo,Yatin Karyekar,Joy Sengupta,Sailesh Dubey,Bachan Pachehra,Sanchita Goswami,Goraksha Sakpal,Vikram Singh,Aarti Jha,",Not Adult,2019,Regular Movie,Drama,4
69,tt9248934,Marjaavaan,"Riteish Deshmukh,Sidharth Malhotra,Tara Sutaria,Rakul Preet Singh,",Not Adult,2019,Long Movie,"Action,Romance",5
70,tt9172840,Motichoor Chaknachoor,"Nawazuddin Siddiqui,Athiya Shetty,Vibha Chhibber,Sanjeev Vatsa,Bhumika Dube,Devansh Kumar,",Not Adult,2019,Regular Movie,"Comedy,Romance",3
71,tt8876008,Keep Safe Distance,"Shahbaaz Khan,Adi Irani,Vikas Anand,Kiran Kumar,Anil Nagrath,Sagarika Neha,Laxman Singh Rajput,Pradeep Kabra,Shilpa Gandhi,Jai Yadav,Abhishek Khanna,Vishnu Dhanraj Sharma,",Not Adult,2019,Regular Movie,"Action,Thriller",5
72,tt9495690,Pagalpanti,"Kriti Kharbanda,John Abraham,Ileana D'Cruz,Anil Kapoor,Urvashi Rautela,Jamie-Lee Beacher,Atul Sharma,Saurabh Shukla,Arshad Warsi,Sammy John Heaney,Vaunisha Kapoor,Pulkit Samrat,Simran Kaur,Manoj Anand,",Not Adult,2019,Regular Movie,"Action,Comedy",5
73,tt10196464,Ramprasad Ki Tehrvi,"Naseeruddin Shah,Vikrant Massey,Konkona Sen Sharma,Vinay Pathak,Manoj Pahwa,Parambrata Chattopadhyay,Supriya Pathak,Deepika Amin,Vineet Kumar,Sarika Singh,",Not Adult,2019,Regular Movie,"Comedy,Drama",1
74,tt10443846,Yeh Saali Aashiqui,"Vardhan Puri,Jessey Lever,",Not Adult,2019,Regular Movie,Thriller,1
75,tt8110330,Dil Bechara,"Sushant Singh Rajput,Sanjana Sanghi,Sahil Vaid,",Not Adult,2019,Regular Movie,"Drama,Romance",3
76,tt9680136,Pati Patni Aur Woh,"Kartik Aaryan,Bhumi Pednekar,Ananya Panday,Aparshakti Khurana,",Not Adult,2019,Regular Movie,"Comedy,Romance",3
77,tt8983168,Commando 3,"Vidyut Jammwal,Adah Sharma,Angira Dhar,Sumeet Thakur,Mark Bennington,Simran Kaur,Atharva Vishwakarma,Abhilash Chaudhary,Feryna Wazheir,",Not Adult,2019,Regular Movie,"Action,Thriller",3
78,tt5668770,Mardaani 2,"Rani Mukerji,Rajesh Sharma,Shruti Bapna,",Not Adult,2019,Regular Movie,"Action,Drama,Thriller",3
79,tt7059844,Dabangg 3,"Salman Khan,Sonakshi Sinha,Sudeep,Mahesh Manjrekar,Ashwami Manjrekar,Nawab Shah,Arbaaz Khan,Abhilash Chaudhary,Saiee Manjrekar,Pramod Khanna,Rajiv Kachroo,Resh Lamba,Manjit Singh,",Not Adult,2019,Long Movie,Action,5
80,tt8504014,Good Newwz,"Akshay Kumar,Kareena Kapoor,Kiara Advani,Tisca Chopra,Gulshan Grover,Diljit Dosanjh,Tanmay Dhanania,Anjana Sukhani,Yukta Mookhey,Auritra Ghosh,Preeti Kochar,",Not Adult,2019,Regular Movie,"Comedy,Drama,Romance",3
81,tt6102396,Kaalakaandi,"Saif Ali Khan,",Not Adult,2018,Regular Movie,"Comedy,Thriller",3
82,tt6275262,Vodka Diaries,"Kay Kay Menon,Raima Sen,Mandira Bedi,Sharib Hashmi,Rishi Bhutani,Herry Tangiri,Vaishnavi Dhanraj,Swati Rajput,Antara Srivastava,Rahul Kapoor,Suraj Thapar,Vikram Sakhalkar,",Not Adult,2018,Regular Movie,"Mystery,Thriller",4
83,tt4335954,My Birthday Song,"Nora Fatehi,Elena Kazan,Suparna Krishna,Pitobash,Sameer Sharma,Zenia Starr,",Not Adult,2018,Regular Movie,Thriller,4
84,tt7723022,Nirdosh,"Ashmit Patel,Manjari Fadnnis,Manisha Kelkar,Akash Sinha,Geetanjali Mishra,Astad Kale,Rajkumar Kanojia,Shilpa Kadam,Feroz Bhagat,Dinesh Lamba,Salman Shaikh,Yusuf Hussain,Premnath Gulati,Himanshu Manek,",Not Adult,2018,Regular Movie,"Drama,Mystery,Thriller",5
85,tt7180544,Mukkabaaz,"Viineet Kumar,Jimmy Sheirgill,Zoya Hussain,Ravi Kishan,Rajesh Tailang,Shreedhar Dubey,Sadhana Singh,Shakti Kumar,Chittaranjan Tripathy,Sukhesh Mishra,Shikha Chauhan,Abhay Joshi,Nawazuddin Siddiqui,",Not Adult,2017,Long Movie,"Action,Drama,Sport",1
86,tt6395306,Union Leader,"Rahul Bhat,Tillotama Shome,",Not Adult,2017,Regular Movie,Drama,1
87,tt7853242,Love Per Square Foot,"Vicky Kaushal,Angira Dhar,Alankrita Sahai,Raghuvir Yadav,Ratna Pathak Shah,Supriya Pathak,Brijendra Kala,Rekha Bhardwaj,Kunaal Roy Kapur,Arunoday Singh,Deepal Doshi,Raviza Chauhan,Ranbir Kapoor,Asif Ali Beg,",Not Adult,2018,Regular Movie,"Comedy,Romance",3
88,tt6774212,Aiyaary,"Sidharth Malhotra,Manoj Bajpayee,Rakul Preet Singh,Pooja Chopra,Adil Hussain,Kumud Mishra,Naseeruddin Shah,Anupam Kher,Vikram Gokhale,Juhi Babbar,Nivedita Bhattacharya,Rajesh Tailang,Lushin Dubey,Ajit Bhure,",Not Adult,2018,Long Movie,"Action,Thriller",3
89,tt5935704,Padmaavat,"Deepika Padukone,Ranveer Singh,Shahid Kapoor,Aditi Rao Hydari,Jim Sarbh,Anupriya Goenka,Raza Murad,Ujjwal Chopra,Komal Chhabria,Lankesh Bhardwaj,Bhawani Muzamil,Hriiday Malhotra,Deepak Shreemali,Manish Wadhwa,",Not Adult,2018,Long Movie,"Drama,History,Romance",3
90,tt7617988,Kuchh Bheege Alfaaz,"Geetanjali Thapa,Zain Khan Durrani,Shray Rai Tiwari,Mona Ambegaonkar,Saheb Bhattacharjee,Chandrayee Ghosh,Saurav Das,Debopriya,Sahil Agarwal,Shefali Chauhan,Soumya Mukherjee,Shankhu Karmakar,Udai Shankar,Moumita,",Not Adult,2018,Regular Movie,Romance,4
91,tt7720254,Jaane kyun de yaaron,"Akshay Anand,Kabir Bedi,Hitesh Bhardwaj,Abhay Bhargav,Ravi Raj Kande,Viju Khote,Usha Nadkarni,Chetna Pande,Daya Shankar Pandey,Raghu Raja,Abhishek Sharma,Vikram Singh,Yashwant Singh,",Not Adult,2018,Regular Movie,Drama,5
92,tt7262178,Veerey Ki Wedding,"Pulkit Samrat,Jimmy Sheirgill,Kriti Kharbanda,Satish Kaushik,Supriya Karnik,Yuvika Chaudhry,Payal Rajput,Rajesh Bakshi,Abhishek Duhan,Sumeet Samnani,Micky Makhija,Chandan Bakshi,Nishi Singh,Vidyadhar Karmakar,",Not Adult,2018,Regular Movie,"Comedy,Romance",5
93,tt7581902,Sonu Ke Titu Ki Sweety,"Kartik Aaryan,Nushrat Bharucha,Sunny Singh Nijjar,Alok Nath,Madhumalti Kapoor,Ishita Raj,Pawan Chopra,Ayesha Raza,Deepika Amin,Rajesh Jais,Virendra Saxena,",Not Adult,2018,Regular Movie,"Comedy,Romance",3
94,tt5325684,Hate Story IV,"Lee Byford,Urvashi Rautela,Gulshan Grover,Vaunisha Kapoor,Lee Nicholas Harris,Ty Hurley,Komal Chhabria,Shaad Randhawa,Atul Sharma,Manoj Anand,Daniel Eghan,Tia Bajpai,Vivan Bhatena,Swaylee Loughnane,",Not Adult,2018,Regular Movie,"Crime,Drama,Thriller",5
95,tt6071752,Dil Juunglee,"Taapsee Pannu,Saqib Saleem,Nidhi Singh,Srishti Shrivastava,Ayesha Kaduskar,Abhilash Thapliyal,Santosh Barmola,",Not Adult,2018,Regular Movie,"Comedy,Romance",5
96,tt4552546,3 Storeys,"Aisha Ahmed,Tarun Anand,Richa Chadha,Gopal Das,Mallhar Goenka,Sharman Joshi,Saunskruti Kher,Omkar Kulkarni,Masumeh Makhija,Himanshu Malik,Himmat Mav,Ankit Rathi,Pulkit Samrat,Renuka Shahane,",Not Adult,2018,Regular Movie,Drama,4
97,tt7363076,Raid,"Ajay Devgn,Saurabh Shukla,Ileana D'Cruz,Amit Sial,",Not Adult,2018,Regular Movie,"Action,Crime,Drama",3
98,tt6588966,Hichki,"Rani Mukerji,Sachin,Neeraj Kabi,Rohit Saraf,Jannat Zubair Rahmani,Harsh Mayar,Vikram Gokhale,Leena Acharya,Supriya Pilgaonkar,Ivan Rodrigues,Shivkumar Subramaniam,Asif Basra,Hussain Dalal,Riya Shukla,",Not Adult,2018,Regular Movie,"Comedy,Drama",3
99,tt7384848,Missing,"Manoj Bajpayee,Tabu,Annu Kapoor,Rajesh Jais,Naveen Kaushik,Kali Prasad Mukherjee,Priyanka Setia,Jaswinder Gardner,Shruti Chandana,Ashu Sharma,V.M. Badola,Sudeep Sarangi,",Not Adult,2018,Regular Movie,"Drama,Mystery,Thriller",3
100,tt6843812,Baaghi 2,"Tiger Shroff,Disha Patani,Manoj Bajpayee,Randeep Hooda,Deepak Dobriyal,Prateik,Darshan Kumaar,",Not Adult,2018,Regular Movie,"Action,Thriller",3
101,tt7700730,October,"Varun Dhawan,Banita Sandhu,Gitanjali Rao,Sahil Vedoliyaa,Isha Chaturvedi,Prateek Kapoor,Iteeva Pandey,Karamveer Kanwar,Ashish Ghosh,Rachica Oswal,",Not Adult,2018,Regular Movie,"Drama,Romance",3
102,tt7881558,Mercury,"Prabhu Deva,Gajaraj,Ramya Nambeeshan,Indhuja Ravichandran,",Not Adult,2018,Regular Movie,"Horror,Thriller",4
